player,player_id,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents
Ángel Fabián Di María Hernández,2995.0,Argentina,Paris Saint-Germain,Forward,39.0,2283.0,14.0,14.0,"['Center Attacking Midfield', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Forward']","['Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Center Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Left Center Midfield', 'Left Midfield', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Center Forward', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Center Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Midfield', 'Right Wing', 'Right Wing']",25.366666666666667
Presnel Kimpembe,2999.0,France,Paris Saint-Germain,Defender,5.0,363.0,1.0,1.0,['Left Center Back'],"['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",4.033333333333333
Benjamin Nivet,3002.0,France,Troyes,Midfielder,34.0,2363.0,8.0,8.0,"['Center Forward', 'Center Attacking Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Wing', 'Right Center Forward', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Forward']","['Right Center Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Forward', 'Center Attacking Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Forward', 'Right Center Back', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield']",26.255555555555556
Oswaldo Augusto Vizcarrondo Araújo,3004.0,Venezuela (Bolivarian Republic),Nantes,Defender,30.0,2612.0,1.0,1.0,"['Right Defensive Midfield', 'Left Center Back', 'Right Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Defensive Midfield', 'Left Center Back']",29.022222222222222
Ezequiel Ponce Martínez,3005.0,Argentina,AS Roma,nan,0.0,0.0,0.0,0.0,[],[],0.0
Benjamin Lecomte,3008.0,France,Lorient,Goalkeeper,37.0,3330.0,0.0,0.0,"['Center Attacking Midfield', 'Goalkeeper']","['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Center Attacking Midfield', 'Goalkeeper', 'Goalkeeper']",37.0
Kylian Mbappé Lottin,3009.0,France,AS Monaco,Forward,4.0,189.0,2.0,2.0,"['Right Wing', 'Right Midfield', 'Right Center Forward', 'Left Midfield', 'Left Wing']","['Left Wing', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Right Center Forward', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Wing']",2.1
Corentin Jean,3010.0,France,Troyes,Forward,36.0,2634.0,7.0,7.0,"['Center Forward', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Wing', 'Right Midfield', 'Right Center Forward', 'Left Midfield', 'Left Wing', 'Left Center Forward']","['Center Forward', 'Right Wing', 'Center Forward', 'Right Midfield', 'Center Forward', 'Left Midfield', 'Left Midfield', 'Center Forward', 'Left Wing', 'Center Forward', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Right Midfield', 'Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Defensive Midfield', 'Center Forward', 'Right Center Forward', 'Left Midfield', 'Right Center Forward', 'Center Forward', 'Right Midfield', 'Right Center Forward', 'Left Midfield', 'Right Wing', 'Left Wing', 'Center Forward', 'Right Midfield', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Left Wing', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Wing', 'Left Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward']",29.266666666666666
Daniel Congré,3011.0,France,Montpellier,Defender,35.0,3150.0,0.0,0.0,"['Center Attacking Midfield', 'Left Center Back', 'Right Center Back', 'Left Back']","['Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Attacking Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Right Center Back']",35.0
Allan Saint-Maximin,3016.0,France,Hannover 96,Midfielder,2.0,94.0,1.0,1.0,"['Center Forward', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Attacking Midfield', 'Left Wing', 'Right Wing Back', 'Right Wing', 'Right Midfield', 'Right Center Forward', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Forward']","['Center Forward', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Right Midfield', 'Left Defensive Midfield', 'Left Center Forward', 'Right Midfield', 'Right Center Midfield', 'Right Center Forward', 'Left Center Midfield', 'Center Forward', 'Right Center Forward', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Midfield', 'Right Wing Back', 'Left Wing', 'Left Midfield', 'Left Wing', 'Right Defensive Midfield', 'Left Wing', 'Right Defensive Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Attacking Midfield', 'Left Midfield', 'Center Forward', 'Center Attacking Midfield']",1.0444444444444445
Giovanni-Guy Yann Sio,3018.0,Côte d'Ivoire,Rennes,Forward,36.0,2548.0,8.0,8.0,"['Center Forward', 'Center Attacking Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Wing', 'Right Center Forward', 'Right Midfield', 'Left Center Forward']","['Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Wing', 'Right Center Forward', 'Center Forward', 'Right Defensive Midfield', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Right Center Back', 'Right Midfield', 'Center Forward', 'Right Midfield', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Defensive Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Wing']",28.31111111111111
Rodrigue Casimir Ninga,3020.0,Chad,Montpellier,Forward,25.0,1815.0,5.0,5.0,"['Center Forward', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Wing', 'Right Center Forward', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Defensive Midfield', 'Left Center Forward']","['Left Midfield', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Left Midfield', 'Left Center Forward', 'Left Wing', 'Right Wing', 'Left Center Forward', 'Left Wing', 'Left Center Forward', 'Left Center Forward', 'Left Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Left Midfield', 'Right Center Forward', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Center Forward', 'Left Wing', 'Left Center Forward', 'Right Wing', 'Right Center Midfield', 'Left Wing', 'Left Midfield', 'Left Center Forward', 'Left Wing', 'Left Midfield', 'Center Forward', 'Center Forward', 'Left Wing', 'Right Wing', 'Center Forward', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Center Forward', 'Center Forward', 'Left Midfield', 'Right Wing', 'Left Wing', 'Center Attacking Midfield', 'Center Forward', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Defensive Midfield', 'Center Forward']",20.166666666666668
Fallou Diagne,3022.0,Senegal,Rennes,Defender,23.0,1897.0,2.0,2.0,"['Right Center Back', 'Left Center Back', 'Center Back', 'Right Back', 'Left Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",21.07777777777778
Yuri Berchiche Izeta,3023.0,Spain,Real Sociedad,Defender,25.0,1902.0,4.0,4.0,['Left Back'],"['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",21.133333333333333
Jacques François Moubandje,3024.0,Switzerland,Toulouse,Defender,20.0,1800.0,0.0,0.0,"['Center Attacking Midfield', 'Left Back', 'Left Wing Back']","['Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Center Attacking Midfield', 'Left Back', 'Left Back']",20.0
Christopher Nkunku,3025.0,France,Paris Saint-Germain,Midfielder,6.0,365.0,2.0,2.0,"['Right Wing', 'Left Center Midfield', 'Right Center Midfield']","['Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Wing']",4.055555555555555
Adrien Rabiot,3026.0,France,Paris Saint-Germain,Midfielder,29.0,1733.0,10.0,10.0,"['Center Attacking Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Center Midfield']",19.255555555555556
Kelvin Amian Adou,3028.0,France,Toulouse,nan,0.0,0.0,0.0,0.0,[],[],0.0
Wergiton do Rosário Calmon,3030.0,Brazil,Toulouse,Defender,28.0,2171.0,4.0,4.0,"['Center Attacking Midfield', 'Left Back', 'Right Defensive Midfield', 'Left Attacking Midfield', 'Left Defensive Midfield', 'Right Wing Back', 'Right Back', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Center Midfield', 'Right Center Midfield']","['Right Back', 'Center Attacking Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Midfield', 'Left Center Midfield', 'Left Attacking Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Midfield', 'Right Back', 'Right Midfield', 'Right Back', 'Right Center Midfield', 'Left Back', 'Left Back', 'Left Center Midfield']",24.122222222222224
Zinédine Machach,3032.0,France,Toulouse,Midfielder,17.0,918.0,7.0,7.0,"['Center Forward', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Left Attacking Midfield', 'Left Center Back', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Center Midfield', 'Right Center Midfield']","['Center Defensive Midfield', 'Left Center Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Center Back', 'Left Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Attacking Midfield', 'Center Forward', 'Left Wing', 'Left Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Attacking Midfield', 'Left Center Midfield']",10.2
Kamil Glik,3034.0,Poland,Torino,Defender,33.0,2970.0,0.0,0.0,"['Left Center Back', 'Right Center Back', 'Center Back']","['Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Right Center Back', 'Center Back', 'Left Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Left Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Right Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back', 'Center Back']",33.0
Steeve Yago,3035.0,Burkina Faso,Toulouse,Defender,16.0,1440.0,0.0,0.0,"['Center Forward', 'Right Center Back', 'Left Center Back', 'Right Back', 'Left Midfield', 'Left Wing', 'Left Back']","['Right Back', 'Right Center Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Midfield', 'Right Back', 'Left Wing', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Forward', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",16.0
